ProjID,IndivID,SampleID,NameConvention,Species,CommonName,PCL_cm,FL_cm,TL_cm,Weight_g,Sex,Date,Lat,Long,FishingType,TrawlStation,TrawlName,Person,d13C,d13C_SD,WT%C,WT%C_SD,d15N,d15N_SD,WT%N,WT%N_SD,d34S,d34S_SD,WT%S,WT%S_SD,CN,Tissue,LipidExtraction,UreaExtraction,ExtractionNotes,OtherData,Notes,,Environmental Variables from the trawl
NEPTuna,FB2022-45,FB2022-45,,Thunnus obesus,Bigeye tuna,,,,158,,8/26/23,"Vizcaino Knoll, 39.601 x -124.602, from Shelter Cove",,,,,AC,-20.61,,,,13.21520865,,,,,,,,4.423588624,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-46,FB2022-46,,Thunnus obesus,Bigeye tuna,,,,165,,9/15/23,25 mi west of Albion,,,,,AC,-22.25,,,,13.89837778,,,,,,,,5.90418442,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-47,FB2022-47,,Thunnus obesus,Bigeye tuna,,,,180,,9/17/23,25 mi west of Albion,,,,,AC,-22.66,,,,14.17511744,,,,,,,,6.319826078,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-48,FB2022-48,,Thunnus obesus,Bigeye tuna,,,,183,,9/18/23,"Off of Albion, out of Fort Bragg",,,,,AC,-20.83,,,,14.42122171,,,,,,,,4.683494605,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-49,FB2022-49,,Thunnus obesus,Bigeye tuna,,,165,,,9/23/23,Off Fort Bragg,,,,,AC,-19.15,,,,14.52231849,,,,,,,,3.671102779,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-50,FB2022-50,,Thunnus orientalis,Bluefin Tuna,,,,162,,10/22/23,Eureka,,,,,AC,-16.87,,,,15.46,,,,,,,,3.256790689,Muscle,None,,,,,,
NEPTuna,FB2022-51,FB2022-51,,Thunnus orientalis,Bluefin Tuna,,,,166,,10/31/23,Eureka,,,,,AC,-22.51,,,,15.82942833,,,,,,,,9.25549244,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-52,FB2022-52,,Thunnus obesus,Bigeye tuna,,,,,,7/15/05,FB,,,,,AC,-17.56,,,,15.55,,,,,,,,3.391022119,Muscle,None,,,,,,
NEPTuna,FB2022-53,FB2022-53,,Thunnus obesus,Bigeye tuna,,,,,,7/15/05,"53/08 aka 40.883 x -125.133, off FB",,,,,AC,-22.07,,,,15.58638759,,,,,,,,7.786505434,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-54,FB2022-54,,Thunnus obesus,Bigeye tuna,,,,82,,8/26/23,"From Fort Bragg, 39.228 x -124.634",,,,,AC,-18.69,,,,13.38,,,,,,,,3.400832361,Muscle,None,,,,,,
NEPTuna,FB2022-55,FB2022-55,,Thunnus obesus,Bigeye tuna,,,,,,9/16/23,Off Fort Bragg,,,,,AC,-21.27,,,,14.4518571,,,,,,,,4.750932307,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-56,FB2022-56,,Thunnus obesus,Bigeye tuna,,,,,,10/13/23,Presumably off Fort Bragg,,,,,AC,-17.78,,,,13.96,,,,,,,,3.164327526,Muscle,None,,,,,,
NEPTuna,FB2022-57,FB2022-57,,Thunnus obesus,Bigeye tuna,,,,,,9/19/23,"Off Fort Bragg, 4 BET caught, samples from 3",,,,,AC,-21.98,,,,14.71532143,,,,,,,,5.39752699,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
NEPTuna,FB2022-58,FB2022-58,,Thunnus obesus,Bigeye tuna,,,,,,9/19/23,"Off Fort Bragg, 4 BET caught, samples from 3",,,,,AC,-21.06,,,,14.46309007,,,,,,,,4.810988913,Muscle,Mathematical,Correction from Logan et al. 2008,,,,,
DEEDs,O1-14-1,O1NMC-1,,Crassostrea virginica,Eastern Oyster,,,4.2,8.64,,10/16/23,38.78834,-75.16276,Hand,,,NM,-18.98,0.08,43.99,0.24,10.7,0.133548015,12.84616156,0.05265462,,,,,3.4244388,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-1,O1NMA-1,,Crassostrea virginica,Eastern Oyster,,,4.2,8.64,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.42,0.08,42.55,0.15,10.19,0.132957549,9.717449011,0.037813611,,,,,4.378495018,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-1,O1NG-1,,Crassostrea virginica,Eastern Oyster,,,4.2,8.64,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.4,0.08,43.16,0.28,10.38,0.133174606,10.13183165,0.068267582,,,,,4.259481839,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-1,O1NMC-2,,Crassostrea virginica,Eastern Oyster,,,3.5,,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.05,0.08,41.99,0.38,10.44,0.133243872,11.86387496,0.082062791,,,,,3.539355707,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-1,O1NMA-2,,Crassostrea virginica,Eastern Oyster,,,3.5,,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.41,0.08,42.03,0.17,10.84,0.133714458,9.88011108,0.040914921,,,,,4.253825531,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-1,O1NG-2,,Crassostrea virginica,Eastern Oyster,,,3.5,,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.9,0.08,40.04,0.14,10.48,0.133290242,10.29395809,0.037192121,,,,,3.889178814,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-2,O2NMC-1,,Crassostrea virginica,Eastern Oyster,,,4.4,8.97,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.74,0.08,39.19,0.36,11.02,0.13391907,10.98189247,0.076620777,,,,,3.568330728,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-2,O2NMA-1,,Crassostrea virginica,Eastern Oyster,,,4.4,8.97,,10/16/23,38.78834,-75.16276,Hand,,,NM,-22.03,0.08,46.76,0.18,10.04,0.132788652,8.903368976,0.032161219,,,,,5.251756097,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-2,O2NG-1,,Crassostrea virginica,Eastern Oyster,,,4.4,8.97,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.54,0.08,39.74,0.25,11.06,0.133967612,10.05101516,0.05807442,,,,,3.953471301,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-2,O2NMC-2,,Crassostrea virginica,Eastern Oyster,,,4.6,10.98,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.44,0.08,42.4,0.15,10.05,0.132799844,12.37651797,0.054022682,,,,,3.425830249,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-2,O2NMA-2,,Crassostrea virginica,Eastern Oyster,,,4.6,10.98,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.84,0.08,34.54,0.3,9.69,0.132413916,8.378353547,0.073405436,,,,,4.122569826,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-3,O3NMC-1,,Crassostrea virginica,Eastern Oyster,,,4.9,13.85,,10/16/23,38.78834,-75.16276,Hand,,,NM,-18.84,0.08,41.25,0.16,10.35,0.133140102,11.66640487,0.042247617,,,,,3.535608532,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-3,O3NMA-1,,Crassostrea virginica,Eastern Oyster,,,4.9,13.85,,10/16/23,38.78834,-75.16276,Hand,,,NM,-21.13,0.08,43.87,0.16,10.03,0.13277747,7.302686605,0.050401493,,,,,6.007426166,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O1-14-3,O3NG-1,,Crassostrea virginica,Eastern Oyster,,,4.9,13.85,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.88,0.08,39.53,0.14,10.27,0.133048517,9.654057625,0.034906689,,,,,4.095138673,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-3,O3NMC-2,,Crassostrea virginica,Eastern Oyster,,,4.7,11.97,,10/16/23,38.78834,-75.16276,Hand,,,NM,-19.28,0.08,41.78,0.14,10.35,0.133140102,11.81678907,0.044366955,,,,,3.535247094,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-3,O3NMA-2,,Crassostrea virginica,Eastern Oyster,,,4.7,11.97,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.45,0.08,42.07,0.17,9.96,0.132699466,9.475962464,0.039117489,,,,,4.439279702,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O2-14-3,O3NG-2,,Crassostrea virginica,Eastern Oyster,,,4.7,11.97,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.39,0.08,41.03,0.17,10.04,0.132788652,9.778759671,0.040633729,,,,,4.195699909,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O3-14-3,O3DMC-1,,Crassostrea virginica,Eastern Oyster,,,4,7.61,,10/16/23,38.78834,-75.16276,Hand,,,NM,-18.96,0.08,42.2,0.27,10.46,0.133267038,12.41538284,0.056894631,,,,,3.399105448,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O3-14-3,O3DMA-1,,Crassostrea virginica,Eastern Oyster,,,4,7.61,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.17,0.08,43.83,0.15,10.47,0.133278635,10.47054112,0.037905211,,,,,4.186438428,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O3-14-3,O3DG-1,,Crassostrea virginica,Eastern Oyster,,,4,7.61,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.41,0.08,41.82,0.17,10.26,0.133037112,9.727394899,0.043295311,,,,,4.299414667,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O4-14-3,O3DMC-2,,Crassostrea virginica,Eastern Oyster,,,4.6,13.84,,10/16/23,38.78834,-75.16276,Hand,,,NM,-18.88,0.08,42.09,0.25,10.25,0.133025717,11.86728636,0.054597088,,,,,3.546753581,muscle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O4-14-3,O3DMA-2,,Crassostrea virginica,Eastern Oyster,,,4.6,13.84,,10/16/23,38.78834,-75.16276,Hand,,,NM,-21.73,0.08,46.54,0.16,9.84,0.132566854,7.167806076,0.048560616,,,,,6.493101077,mantle,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,O4-14-3,O3DG-2,,Crassostrea virginica,Eastern Oyster,,,4.6,13.84,,10/16/23,38.78834,-75.16276,Hand,,,NM,-20.11,0.08,41.5,0.15,10.25,0.133025717,9.490642955,0.036566936,,,,,4.372998683,gill,,,LE,,pulled from oystter aquaculture setup at end of season,,
DEEDs,BA1-2,BA1,,Agardhiella spp,Red Algae,,,,,,7/26/23,38.78834,-75.16276,Seine,,,NM,-18.99,0.16,38.09,0.37,10.68,0.28592348,3.362661883,0.045084678,,,,,11.32833135,whole,,,None,,,,
DEEDs,BA2-2,BA2,,Agardhiella spp,Red Algae,,,,,,7/26/23,38.78834,-75.16276,Seine,,,NM,-18.86,0.16,38.77,0.44,11.04,0.285269398,3.03960811,0.027904111,,,,,12.75372008,whole,,,None,,,,
DEEDs,BA3-2,BA3,,Agardhiella spp,Red Algae,,,,,,7/26/23,38.78834,-75.16276,Seine,,,NM,-19,0.16,39.58,0.46,11.08,0.285201946,3.456478828,0.027523637,,,,,11.45079106,whole,,,None,,,,
DEEDs,GA1-5,GA1,,Enteromorpha spp,Green Algae,,,,,,8/14/23,38.78834,-75.16276,Seine,,,NM,-19.67,0.16,31.21,0.3,12.6,0.282625685,3.07592563,0.042378699,,,,,10.1480087,whole,,,None,,,,
DEEDs,GA2-5,GA2,,Enteromorpha spp,Green Algae,,,,,,8/14/23,38.78834,-75.16276,Seine,,,NM,-19.45,0.16,35.35,0.34,12.38,0.282971566,3.582505687,0.041532161,,,,,9.868757743,whole,,,None,,,,
DEEDs,GA3-5,GA3,,Enteromorpha spp,Green Algae,,,,,,8/14/23,38.78834,-75.16276,Seine,,,NM,-18.98,0.16,34.54,0.33,12.7,0.282472756,3.427806728,0.05840537,,,,,10.07674502,whole,,,None,,,,
DEEDs,ULV1-5,ULV1-1,,Ulva spp,Ulva,,,,,,8/17/23,38.78834,-75.16276,Seine,,,NM,-9.329627849,0.156135763,36.45595515,0.423203117,11.62785849,0.284227659,2.48006657,0.024923097,,,,,14.69958734,whole,,,None,,,,
DEEDs,ULV1-8,ULV1-2,,Ulva spp,Ulva,,,,,,9/7/23,38.78834,-75.16276,Seine,,,NM,-11.92904243,0.156389266,36.00069121,0.401192125,9.041782599,0.289194648,2.797462805,0.027753124,,,,,12.8690509,whole,,,None,,,,
DEEDs,ULV2-5,ULV2-1,,Ulva spp,Ulva,,,,,,8/17/23,38.78834,-75.16276,Seine,,,NM,-11.36007186,0.156311704,34.72816076,0.338048346,10.78595047,0.285734387,2.818545253,0.044412939,,,,,12.32130679,whole,,,None,,,,
DEEDs,ULV2-8,ULV2-2,,Ulva spp,Ulva,,,,,,9/7/23,38.78834,-75.16276,Seine,,,NM,-13.02235843,0.156572927,36.71358888,0.373075695,9.093081654,0.289086464,3.585601456,0.036962194,,,,,10.23917168,whole,,,None,,,,
DEEDs,ULV3-5,ULV3-1,,Ulva spp,Ulva,,,,,,8/17/23,38.78834,-75.16276,Seine,,,NM,-9.811376552,0.156163233,37.19680809,0.45125462,11.52224279,0.284410739,2.544260493,0.02186254,,,,,14.61988982,whole,,,None,,,,
DEEDs,ULV3-8,ULV3-2,,Ulva spp,Ulva,,,,,,9/7/23,38.78834,-75.16276,Seine,,,NM,-13.00004586,0.156568725,36.77189172,0.376896721,9.267096095,0.288722352,3.43178406,0.036260954,,,,,10.71509485,whole,,,None,,,,
Whelk,20182501,20182501,,Busycon carica,Knobbed Whelk,,,8.5,77.81,M,6/20/18,38.980017,-74.779133,,2,NJOCEAN,RW,-17.26863618,0.15371254,40.93750894,0.199939081,12.03202901,0.23863196,12.80186172,0.086918948,,,,,3.197777779,,,,,,,,
Whelk,20182503,20182503,,Busycon carica,Knobbed Whelk,,,8.7,73.78,F,6/20/18,38.980017,-74.779133,,2,NJOCEAN,RW,-17.92176123,0.153700218,41.13657675,0.206184117,12.13301899,0.238693864,11.97459275,0.07220352,,,,,3.43532157,,,,,,,,
Whelk,20182505,20182505,,Busycon carica,Knobbed Whelk,,,8.4,59.25,F,6/20/18,38.980017,-74.779133,,2,NJOCEAN,RW,-18.3437805,0.153696058,42.34167011,0.24840216,11.55737611,0.238348044,13.05411907,0.075039043,,,,,3.243548636,,,,,,,,
Whelk,20182502,20182502,,Busycon carica,Knobbed Whelk,,,9.2,81.49,M,6/20/18,38.980017,-74.779133,,2,NJOCEAN,RW,-17.92303375,0.14048064,39.08066009,0.521092685,11.64865302,0.226153719,11.21463259,0.125254737,,,,,3.484791834,YES,,,,,,,
Whelk,20182504,20182504,,Busycon carica,Knobbed Whelk,,,7.6,42.94,F,6/20/18,38.980017,-74.779133,,2,NJOCEAN,RW,-16.58807829,0.140491316,39.65164608,0.839358602,11.62838033,0.22613753,12.5795512,0.184821221,,,,,3.152071599,YES,,,,,,,
Whelk,20182801,20182801,,Busycon carica,Knobbed Whelk,,,11.5,124.73,M,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.22844387,0.153713532,41.62786419,0.203064752,11.77955407,0.238479495,12.04182618,0.075719708,,,,,3.456939468,,,,,,,,
Whelk,20182802,20182802,,Busycon carica,Knobbed Whelk,,,11.7,176.33,M,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.37916503,0.153709953,41.53973357,0.220097062,11.52707912,0.238330317,10.19045283,0.059341817,,,,,4.07633834,,,,,,,,
Whelk,20182803,20182803,,Busycon carica,Knobbed Whelk,,,9.7,141.08,M,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.1681554,0.153715071,40.80748757,0.303084185,11.73915807,0.238455406,11.36863917,0.071064042,,,,,3.589478648,,,,,,,,
Whelk,20182804,20182804,,Busycon carica,Knobbed Whelk,,,10.2,100.09,F,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.84137661,0.153701349,39.25739768,0.190928372,11.30490117,0.238201762,11.63947199,0.079037083,,,,,3.372781661,,,,,,,,
Whelk,20182805,20182805,,Busycon carica,Knobbed Whelk,,,13,167.04,M,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.22844387,0.153713532,40.50223284,0.235189661,11.67856409,0.238419429,10.35923712,0.061463066,,,,,3.909769838,,,,,,,,
Whelk,20182806,20182806,,Busycon carica,Knobbed Whelk,,,7.6,58.17,F,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-18.03229009,0.15369884,38.53264622,0.208279602,11.95123703,0.238582814,11.09948502,0.063324157,,,,,3.47157063,,,,,,,,
Whelk,20182807,20182807,,Busycon carica,Knobbed Whelk,,,11.2,126.02,M,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.74089583,0.153702915,42.0770413,0.207920096,11.49678213,0.238312636,12.87719383,0.083155913,,,,,3.267562937,,,,,,,,
Whelk,20182809,20182809,,Busycon carica,Knobbed Whelk,,,11,105.78,M,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.38921311,0.153709728,41.3814247,0.397727979,11.75935607,0.23846744,12.99115703,0.081856607,,,,,3.185353284,,,,,,,,
Whelk,20182811,20182811,,Busycon carica,Knobbed Whelk,,,9.4,92.82,F,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.28873233,0.153712055,39.87270888,0.298888429,11.88054404,0.238540087,11.17178398,0.069721173,,,,,3.569054768,,,,,,,,
Whelk,20182808,20182808,,Busycon carica,Knobbed Whelk,,,10.3,106.12,F,6/20/18,38.97865,-74.78535,,3,NJOCEAN,RW,-17.96318279,0.140480756,38.43180198,0.698511155,11.54728956,0.226073094,11.27521809,0.164485774,,,,,3.408519612,YES,,,,,,,
Whelk,20182702,20182702,,Busycon carica,Knobbed Whelk,,,11.3,142.84,M,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.31887657,0.153711339,42.42927025,0.206460145,12.082524,0.238662846,11.1656753,0.065264418,,,,,3.799973499,,,,,,,,
Whelk,20182703,20182703,,Busycon carica,Knobbed Whelk,,,11.9,119.98,F,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.85142469,0.153701202,37.73105495,0.183399008,11.72905908,0.238449397,10.7730173,0.068036591,,,,,3.502366505,,,,,,,,
Whelk,20182704,20182704,,Busycon carica,Knobbed Whelk,,,11.6,156.52,M,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.0777227,0.153717492,42.45660112,0.283707173,11.99163302,0.238607345,10.92474256,0.070989932,,,,,3.886279324,,,,,,,,
Whelk,20182705,20182705,,Busycon carica,Knobbed Whelk,,,14.9,274.48,F,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.13801117,0.153715863,42.31231551,0.207416363,12.092623,0.238669039,13.04752436,0.09528242,,,,,3.242938225,,,,,,,,
Whelk,20182706,20182706,,Busycon carica,Knobbed Whelk,,,11.2,138.53,M,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.32892464,0.153711104,42.51582889,0.295127583,11.55737611,0.238348044,12.69082825,0.072158275,,,,,3.350122471,,,,,,,,
Whelk,20182708,20182708,,Busycon carica,Knobbed Whelk,,,12.9,197.65,F,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.27868426,0.153712297,41.0039745,0.237154359,12.13301899,0.238693864,12.58314887,0.0724914,,,,,3.258641769,,,,,,,,
Whelk,20182709,20182709,,Busycon carica,Knobbed Whelk,,,12.1,166.62,M,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.2585881,0.153712786,42.26852984,0.211469623,11.86034605,0.238527927,12.26225671,0.087546056,,,,,3.4470433,,,,,,,,
Whelk,20182710,20182710,,Busycon carica,Knobbed Whelk,,,9.9,83.65,M,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.56003043,0.15370616,41.52805263,0.42757829,11.6381681,0.23839555,11.49451465,0.09649013,,,,,3.612858298,,,,,,,,
Whelk,20182701,20182701,,Busycon carica,Knobbed Whelk,,,13,195.9,F,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.3709845,0.140481633,39.78562608,0.524294888,11.41551708,0.225969485,11.63468674,0.124357543,,,,,3.41957003,YES,,,,,,,
Whelk,20182707,20182707,,Busycon carica,Knobbed Whelk,,,11.6,146.77,F,6/20/18,38.977533,-74.797283,,4,NJOCEAN,RW,-17.07990399,0.1404841,40.94892864,0.676162973,11.41551708,0.225969485,11.71936594,0.162417419,,,,,3.494124925,YES,,,,,,,
Whelk,CC20230301,CC20230301,,Palaemon vulgaris,Shrimp,,,6.6,2.19,F,7/12/23,39.3358524,-75.436333,16' Trawl,11,DNREC,RW,-23.27220656,0.136733364,45.19408919,0.13575293,20.10494535,0.228053246,13.86313657,0.047429762,,,,,3.260019041,whole,Chemical,,,,,,
Whelk,CS20230401,CS20230401,,Callinectes sapidus,Blue Crab,,,5.6,12.72,F,7/12/23,39.3358524,-75.436333,16' Trawl,11,DNREC,RW,-20.69255011,0.136585876,45.51026233,0.156769261,14.61446603,0.223592783,11.63511012,0.045476403,,,,,3.911459527,body,Chemical,,,,,,
Whelk,201916S01,201916S01,,Busycotypus canaliculatus,Smooth Whelk,,,11.7,159.91,M,6/11/19,38.89661,-74.92008833,16' Trawl,13,NJOCEAN,RW,-15.66589971,0.15335057,37.48476998,0.175001795,14.84128693,0.246288788,10.86281452,0.043330574,,,,,3.450741971,,,,,,,,
Whelk,20193701,20193701,,Busycon carica,Knobbed Whelk,,,14.7,310.34,M,6/11/19,38.89661,-74.92008833,16' Trawl,13,NJOCEAN,RW,-16.04828781,0.155933365,39.98821273,0.477953459,11.58256844,0.247727192,9.372696633,0.147614587,,,,,4.266457595,,,,,,,,
Whelk,20193702,20193702,,Busycon carica,Knobbed Whelk,,,11.9,187.87,F,6/11/19,38.89661,-74.92008833,16' Trawl,13,NJOCEAN,RW,-17.45504731,0.156051535,41.11243648,0.600948603,11.75507821,0.24793347,11.54793979,0.161353597,,,,,3.560153346,,,,,,,,
Whelk,IO20230201,IO20230201,,Ilyanassa obsoleta,Mud Snail,,,1.7,1.38,,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-16.55795665,0.14274136,38.54187702,0.171379202,15.09462899,0.22246063,10.70084584,0.05329646,,,,,3.601759861,whole,Chemical,,,,,,
Whelk,IO20230202,IO20230202,,Ilyanassa obsoleta,Mud Snail,,,1.9,1.4,,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-17.72339579,0.142835521,37.38363089,0.297161467,13.00231883,0.220970858,8.395107418,0.068761376,,,,,4.453025915,whole,Chemical,,,,,,
Whelk,IO20230203,IO20230203,,Ilyanassa obsoleta,Mud Snail,,,2,2.04,,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-16.74021377,0.142753815,36.19279305,0.162301002,13.9120189,0.221590664,9.281319182,0.043417832,,,,,3.899531127,whole,Chemical,,,,,,
Whelk,IO20230204,IO20230204,,Ilyanassa obsoleta,Mud Snail,,,2,1.68,,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-17.18534678,0.142789333,34.35772763,0.187000804,14.24557559,0.221828718,8.536163374,0.037784811,,,,,4.024961347,whole,Chemical,,,,,,
Whelk,CC20230201,CC20230201,,Palaemon vulgaris,Grass Shrimp,,,4.4,0.69,,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-17.95605717,0.136315811,44.58288849,0.132013297,15.87205627,0.223935042,14.13313809,0.072600431,,,,,3.154493235,whole,Chemical,,,,,,
Whelk,CS20230201,CS20230201,,Callinectes sapidus,Blue Crab,,,3.9,4.77,F,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-18.89199426,0.136449641,44.45584606,0.1840886,14.76597369,0.223718622,13.93107295,0.088731145,,,,,3.191128654,body,Chemical,,,,,,
Whelk,CS20230202,CS20230202,,Callinectes sapidus,Blue Crab,,,6.9,22.63,M,7/10/23,39.2736347,-75.2886282,16' Trawl,16,DNREC,RW,-18.45870541,0.136424781,41.02548684,0.169684472,13.11959045,0.222423028,11.44478511,0.038987648,,,,,3.584644575,body,Chemical,,,,,,
Whelk,20193201,20193201,,Busycon carica,Knobbed Whelk,,,9.5,86.7,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-18.16891253,0.157025418,39.09186172,0.108964164,12.09767507,0.238417815,10.94655222,0.017902851,,,,,3.571157468,,,,,,,,
Whelk,20193202,20193202,,Busycon carica,Knobbed Whelk,,,10.9,134.06,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.39227073,0.156947099,37.40645041,0.100721927,12.07785487,0.238364092,11.35307537,0.020842947,,,,,3.294829743,,,,,,,,
Whelk,20193203,20193203,,Busycon carica,Knobbed Whelk,,,14,239.68,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.08256709,0.156919175,37.53619997,0.102257239,11.68435662,0.238169213,11.83266262,0.021449937,,,,,3.172253039,,,,,,,,
Whelk,20193204,20193204,,Busycon carica,Knobbed Whelk,,,9.8,106.2,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-19.18164089,0.157141368,41.59234136,0.130867501,12.33562503,0.238583757,10.69666318,0.018074157,,,,,3.888347297,,,,,,,,
Whelk,20193205,20193205,,Busycon carica,Knobbed Whelk,,,10.9,132.14,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-18.92604459,0.157110752,41.21419172,0.128059878,12.3971274,0.23860447,11.16691131,0.018181476,,,,,3.690742281,,,,,,,,
Whelk,20193206,20193206,,Busycon carica,Knobbed Whelk,,,11.2,130.05,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.47888019,0.156955943,41.52703498,0.114958331,12.30177726,0.238513854,12.03608816,0.020122893,,,,,3.450210269,,,,,,,,
Whelk,20193207,20193207,,Busycon carica,Knobbed Whelk,,,9.7,104.83,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.86162148,0.156993519,39.84137847,0.11021745,11.85790453,0.238308994,10.36226925,0.016680991,,,,,3.844850727,,,,,,,,
Whelk,20193208,20193208,,Busycon carica,Knobbed Whelk,,,10.5,130.11,M,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.38913612,0.156946748,39.17862245,0.105475492,11.97095203,0.238304973,11.99658962,0.022308283,,,,,3.265813342,,,,,,,,
Whelk,20193209,20193209,,Busycon carica,Knobbed Whelk,,,8.5,63.5,M,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.83496774,0.156993075,41.26455119,0.193626146,11.9522486,0.238397697,12.55948595,0.022807964,,,,,3.285528671,,,,,,,,
Whelk,20193210,20193210,,Busycon carica,Knobbed Whelk,,,12.5,180.73,F,6/11/19,38.91317333,-74.86077167,16' Trawl,16,NJOCEAN,RW,-17.31475142,0.156942659,40.8445706,0.185012796,11.8538651,0.238343016,12.52771355,0.022054015,,,,,3.260337208,,,,,,,,
